Id,Title,Tags,CreationDate,Score,AnswerCount,ViewCount
"5147112","How to put individual tags for a scatter plot","<python><matplotlib>","2011-02-28 20:21:03","192","1","125244"
"7125009","How to change legend size with matplotlib.pyplot","<python><size><matplotlib><legend>","2011-08-19 17:06:33","192","6","215686"
"14827650","pyplot scatter plot marker size","<matplotlib><marker><scatter>","2013-02-12 07:37:29","182","6","301220"
"458209","Is there a way to detach matplotlib plots so that the computation can continue?","<python><matplotlib><plot>","2009-01-19 16:30:57","178","17","153146"
"6390393","Matplotlib make tick labels font size smaller","<python><matplotlib>","2011-06-17 18:49:28","174","8","264547"
"6541123","Improve subplot size/spacing with many subplots in matplotlib","<python><matplotlib>","2011-06-30 21:09:11","167","6","194904"
"22408237","Named colors in matplotlib","<python><matplotlib><colors>","2014-03-14 14:45:19","165","4","165506"
"5484922","Secondary axis with twinx(): how to add to legend?","<python><matplotlib><axis><legend>","2011-03-30 10:10:56","155","6","105427"
"2051744","Reverse Y-Axis in PyPlot","<python><matplotlib>","2010-01-12 19:31:47","154","7","131044"
"6774086","Why is my xlabel cut off in my matplotlib plot?","<python><matplotlib>","2011-07-21 09:37:24","149","3","101668"
"12998430","Remove xticks in a matplotlib plot?","<python><matplotlib><plot>","2012-10-21 13:53:56","146","6","134876"
"4931376","Generating matplotlib graphs without a running X server","<python><matplotlib>","2011-02-08 09:29:38","143","2","80122"
"3279560","Invert colormap in matplotlib","<python><matplotlib>","2010-07-19 08:44:21","139","7","63398"
"10101700","Moving matplotlib legend outside of the axis makes it cutoff by the figure box","<python><matplotlib><legend>","2012-04-11 07:32:08","139","3","85465"
"3823752","Display image as grayscale using matplotlib","<python><matplotlib><grayscale>","2010-09-29 16:33:03","137","6","168729"
"20533426","Ubuntu running `pip install` gives error 'The following required packages can not be built: * freetype'","<python><ubuntu><python-2.7><matplotlib><pip>","2013-12-12 01:35:07","135","9","78739"
"11469336","What is the difference between pylab and pyplot?","<python><matplotlib><plot>","2012-07-13 11:11:15","135","1","57042"
"9295026","Matplotlib plots: removing axis, legends and white spaces","<python><matplotlib>","2012-02-15 14:18:53","131","7","191237"
"11874767","real-time plotting in while loop with matplotlib","<python><matplotlib><while-loop>","2012-08-08 23:36:04","131","10","248540"
"13784201","Matplotlib 2 Subplots, 1 Colorbar","<python><matplotlib><subplot><colorbar>","2012-12-09 02:52:45","130","7","101621"
"34162443","Why do many examples use ""fig, ax = plt.subplots()"" in Matplotlib/pyplot/python","<python><matplotlib><plot><visualization>","2015-12-08 17:39:39","127","2","59275"
"2369492","Generate a heatmap in MatPlotLib using a scatter data set","<python><matplotlib><heatmap><histogram2d>","2010-03-03 07:42:17","127","7","149950"
"7534453","matplotlib does not show my drawings although I call pyplot.show()","<python><matplotlib>","2011-09-23 20:27:47","124","13","149233"
"12987624","Confusion between numpy, scipy, matplotlib and pylab","<python><numpy><matplotlib><scipy>","2012-10-20 10:44:33","119","2","59915"
"10388462","Matplotlib different size subplots","<python><plot><matplotlib><figure>","2012-04-30 18:09:02","117","4","132335"
"11244514","Modify tick label text","<python><matplotlib>","2012-06-28 12:20:00","116","6","210692"
"4042192","Reduce left and right margins in matplotlib plot","<python><matplotlib>","2010-10-28 10:57:59","116","8","122576"
"6871201","Plot two histograms at the same time with matplotlib","<python><matplotlib><plot><histogram>","2011-07-29 09:37:08","115","6","128816"
"741877","How do I tell matplotlib that I am done with a plot?","<python><matplotlib><plot>","2009-04-12 14:40:55","114","6","119106"
"4805048","How to get different colored lines for different plots in a single figure?","<python><colors><matplotlib>","2011-01-26 13:25:10","111","3","167901"
"8718885","import module from string variable","<python><matplotlib>","2012-01-03 21:29:38","110","3","81002"
"15858192","How to set xlim and ylim for a subplot in matplotlib","<python><matplotlib><plot>","2013-04-07 02:20:54","110","1","202403"
"6963035","pyplot axes labels for subplots","<labels><matplotlib><axes><subplot>","2011-08-05 21:55:47","103","4","211677"
"14088687","How to change plot background color?","<python><matplotlib>","2012-12-30 06:02:09","102","5","119384"
"7066121","How to set a single, main title above all the subplots with Pyplot?","<python><matplotlib>","2011-08-15 14:28:57","102","3","92621"
"8202605","Matplotlib scatterplot; colour as a function of a third variable","<python><matplotlib><plot><scatter>","2011-11-20 15:38:12","101","2","124875"
"8409095","matplotlib: Set markers for individual points on a line","<python><numpy><matplotlib>","2011-12-07 00:56:02","100","3","132016"
"14432557","matplotlib scatter plot with different text at each data point","<text><matplotlib><scatter-plot><annotate>","2013-01-21 04:28:37","99","2","94981"
"9829175","Pip install Matplotlib error with virtualenv","<python><matplotlib><pip><virtualenv>","2012-03-22 19:28:30","97","10","107593"
"16930328","vertical & horizontal lines in matplotlib","<matplotlib>","2013-06-05 01:54:57","96","2","202975"
"12236566","Setting different color for each series in scatter plot on matplotlib","<python><matplotlib><scatter-plot>","2012-09-02 14:02:12","95","5","228756"
"9845292","A tool to convert MATLAB code to Python","<python><matlab><numpy><matplotlib><scipy>","2012-03-23 19:22:09","95","4","129098"
"6682784","How to: reduce number of ticks with matplotlib","<python><matplotlib>","2011-07-13 17:08:16","95","3","77396"
"14391959","Heatmap in matplotlib with pcolor?","<python><matplotlib><data-visualization><heatmap>","2013-01-18 03:31:17","94","4","107647"
"10998621","Rotate axis text in python matplotlib","<python><matplotlib>","2012-06-12 14:20:34","93","7","138806"
"12201577","How can I convert an RGB image into grayscale in Python?","<python><matplotlib>","2012-08-30 16:37:37","93","11","179496"
"123378","Command-line Unix ASCII-based charting / plotting tool","<unix><charts><graph><matplotlib>","2008-09-23 19:49:37","93","9","57247"
"6986986","Bin size in Matplotlib (Histogram)","<python><matplotlib><histogram>","2011-08-08 18:46:04","92","5","138557"
"8209568","How do I draw a grid onto a plot in Python?","<python><matplotlib>","2011-11-21 09:18:06","91","5","190272"
"12750355","Python Matplotlib figure title overlaps axes label when using twiny","<python><matplotlib><title><figure>","2012-10-05 16:26:49","91","3","90899"
"1574088","Plotting time in Python with Matplotlib","<python><graph><plot><matplotlib>","2009-10-15 18:07:10","89","4","170622"
"34771191","matplotlib taking time when being imported","<python><matplotlib>","2016-01-13 15:54:39","89","7","36088"
"4143502","How to do a scatter plot with empty circles in Python?","<python><matplotlib><circle><scatter-plot><scatter>","2010-11-10 10:34:09","89","5","103206"
"5328556","Histogram Matplotlib","<python><numpy><matplotlib><scipy>","2011-03-16 16:38:32","88","5","124149"
"10062954","ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()","<python><matplotlib>","2012-04-08 12:56:07","88","3","221575"
"19125722","Adding a legend to PyPlot in Matplotlib in the most simple manner possible","<python><matplotlib><plot>","2013-10-01 20:53:05","88","4","143160"
"3373256","Set Colorbar Range in matplotlib","<python><graph><matplotlib>","2010-07-30 16:04:03","87","3","190444"
"14261903","How can I open the interactive Matplotlib window in IPython notebook?","<matplotlib><ipython-notebook>","2013-01-10 15:55:48","87","6","80247"
"14770735","changing figure size with subplots","<python><matplotlib>","2013-02-08 10:41:57","85","2","111394"
"9215658","plot a circle with pyplot","<python><matplotlib>","2012-02-09 17:23:25","85","6","164139"
"12904912","how to set ""camera position"" for 3d plots using python/matplotlib?","<python><matplotlib><mplot3d>","2012-10-15 22:25:18","85","2","49416"
"3677368","matplotlib: format axis offset-values to whole numbers or specific number","<python><matplotlib>","2010-09-09 14:09:11","85","8","71202"
"4150171","How to create a density plot in matplotlib?","<python><r><numpy><matplotlib><scipy>","2010-11-10 23:39:59","84","4","97013"
"9127434","How to create major and minor gridlines with different linestyles in Python","<python><matplotlib>","2012-02-03 10:51:30","84","2","99843"
"4348733","Saving interactive Matplotlib figures","<python><matplotlib>","2010-12-03 18:41:11","82","6","28312"
"26597116","Seaborn plots not showing up","<python><matplotlib><seaborn>","2014-10-27 21:25:19","81","4","57729"
"11264521","Date ticks and rotation in matplotlib","<python><matplotlib>","2012-06-29 15:22:18","81","5","105211"
"21487329","Add x and y labels to a pandas plot","<python><matplotlib><pandas>","2014-01-31 18:23:09","80","5","92551"
"8248467","Matplotlib tight_layout() doesn't take into account figure suptitle","<python><matplotlib>","2011-11-23 20:12:46","80","5","42923"
"13728392","Moving average or running mean","<python><python-2.7><numpy><matplotlib><scipy>","2012-12-05 16:57:05","80","17","138686"
"10354397","Python Matplotlib Y-Axis ticks on Right Side of Plot","<python><matplotlib>","2012-04-27 16:24:42","80","4","53188"
"4098131","How to update a plot in matplotlib?","<python><matplotlib><tkinter>","2010-11-04 15:15:46","80","6","177798"
"43027980","Purpose of ""%matplotlib inline""","<python><matplotlib>","2017-03-26 11:11:36","80","2","44875"
"12864294","Adding an arbitrary line to a matplotlib plot in ipython notebook","<matplotlib><ipython>","2012-10-12 17:32:40","77","4","157973"
"12945971","Pandas timeseries plot setting x-axis major and minor ticks and labels","<python><matplotlib><pandas>","2012-10-18 01:51:08","75","1","74468"
"27630114","Matplotlib issue on OS X (""ImportError: cannot import name _thread"")","<python><macos><python-2.7><matplotlib><python-dateutil>","2014-12-24 00:51:32","75","4","29288"
"4320021","Matplotlib transparent line plots","<python><matplotlib><scientific-computing>","2010-12-01 00:05:16","75","3","57125"
"25239933","How to add title to subplots in Matplotlib?","<python><matplotlib><plot><subtitle>","2014-08-11 09:25:41","74","3","112766"
"7965743","How can I set the aspect ratio in matplotlib?","<python><matplotlib>","2011-11-01 11:27:29","74","4","118010"
"17230797","How to set the matplotlib figure default size in ipython notebook?","<matplotlib><ipython-notebook>","2013-06-21 08:30:57","73","5","63366"
"1358977","How to make several plots on a single page using matplotlib?","<python><numpy><matplotlib>","2009-08-31 19:17:03","73","5","172253"
"24988448","How to draw vertical lines on a given plot in matplotlib?","<python><matplotlib>","2014-07-28 04:29:41","73","3","85500"
"13714454","Specifying and saving a figure with exact size in pixels","<python><matplotlib><scipy>","2012-12-05 00:34:49","73","2","67320"
"10944621","Dynamically updating plot in matplotlib","<python><matplotlib><tkinter>","2012-06-08 07:22:07","72","4","117088"
"13831549","Get matplotlib color cycle state","<python><matplotlib>","2012-12-12 01:50:07","72","6","27660"
"18195758","Set Matplotlib colorbar size to match graph","<python><image><matplotlib>","2013-08-12 20:06:52","72","5","48374"
"9834452","how do I make a single legend for many subplots with matplotlib?","<python><matplotlib>","2012-03-23 05:13:11","72","5","58486"
"2130913","No plot window in matplotlib","<python><ubuntu><matplotlib>","2010-01-25 08:01:58","71","10","115873"
"6916978","How do I tell Matplotlib to create a second (new) plot, then later plot on the old one?","<python><matplotlib><plot><figure>","2011-08-02 18:45:27","71","4","157463"
"3305865","What is the difference between 'log' and 'symlog'?","<python><matplotlib><scale><logarithm>","2010-07-22 04:55:04","70","2","24559"
"5735208","Remove the legend on a matplotlib figure","<matplotlib><legend>","2011-04-20 18:54:38","70","4","43726"
"10965336","python error: no module named pylab","<python><python-2.7><ubuntu-12.04><matplotlib>","2012-06-09 23:30:52","69","5","119312"
"21884271","warning about too many open figures","<matplotlib>","2014-02-19 15:00:45","69","2","31580"
"925024","How can I remove the top and right axis in matplotlib?","<python><matplotlib>","2009-05-29 08:45:12","68","6","41582"
"16150819","Common xlabel/ylabel for matplotlib subplots","<python><matplotlib>","2013-04-22 15:25:51","68","5","61052"
"14852821","Aligning rotated xticklabels with their respective xticks","<matplotlib>","2013-02-13 11:46:10","68","2","53619"
"5283649","Plot smooth line with PyPlot","<python><plot><matplotlib><curvesmoothing>","2011-03-12 16:06:38","67","2","74908"
"8482588","Putting text in top left corner of matplotlib plot","<python><plot><matplotlib>","2011-12-12 23:48:54","66","2","90069"
"8955869","why is plotting with Matplotlib so slow?","<python><matplotlib>","2012-01-21 19:11:13","65","5","64934"
"3810865","Matplotlib: ""Unknown projection '3d'"" error","<python><matplotlib>","2010-09-28 08:15:16","65","2","36761"
"36327134","matplotlib error - no module named tkinter","<python><matplotlib><tkinter>","2016-03-31 07:42:34","65","10","73448"
"911655","gnuplot vs Matplotlib","<python><logging><matplotlib><gnuplot><graphing>","2009-05-26 16:49:02","65","7","37774"
"3580027","How do you determine which backend is being used by matplotlib?","<python><matplotlib>","2010-08-26 22:23:13","65","2","11500"
"6406368","Matplotlib - Move X-Axis label downwards, but not X-Axis Ticks","<python><matplotlib><graphing>","2011-06-20 02:36:48","65","2","68409"
"4209467","matplotlib share x axis but don't show x axis tick labels for both, just one","<python><matplotlib>","2010-11-17 21:45:32","65","3","36329"
"1726391","Matplotlib: draw grid lines behind other graph elements","<python><matplotlib><grid>","2009-11-13 00:30:55","64","4","36911"
"11744990","How to set 'auto' for upper limit, but keep a fixed lower limit with matplotlib.pyplot","<python><matplotlib><limits>","2012-07-31 16:41:06","64","4","27897"
"9170838","surface plots in matplotlib","<python><matplotlib>","2012-02-07 04:02:45","64","5","119640"
"16992038","Inline labels in Matplotlib","<matplotlib><charts><coordinates>","2013-06-07 19:59:22","63","3","26376"
"4971269","How to pick a new color for each plotted line within a figure in matplotlib?","<matplotlib>","2011-02-11 16:05:48","63","5","87721"
"29589119","Plot width settings in ipython notebook","<python><matplotlib><ipython><ipython-notebook>","2015-04-12 11:48:45","62","3","75930"
"2578752","How can I plot NaN values as a special color with imshow in matplotlib?","<python><matplotlib><nan>","2010-04-05 14:03:56","62","3","29805"
"3100985","plot with custom text for x axis points","<python><matplotlib>","2010-06-23 10:59:46","62","1","85241"
"13384653","Imshow: extent and aspect","<python><matplotlib><imshow>","2012-11-14 18:09:03","62","1","71730"
"7526625","Matplotlib - global legend and title aside subplots","<matplotlib><title><legend><subplot>","2011-09-23 09:05:13","61","4","51200"
"4930524","How can I set the 'backend' in matplotlib in Python?","<python><linux><graphics><matplotlib>","2011-02-08 07:17:14","61","5","96674"
"14908576","How to remove frame from matplotlib (pyplot.figure vs matplotlib.figure ) (frameon=False Problematic in matplotlib)","<python><matplotlib>","2013-02-16 08:49:38","61","5","85143"
"16849483","Which is the recommended way to plot: matplotlib or pylab?","<python><matplotlib>","2013-05-31 03:52:05","60","1","24071"
"6148207","Linear regression with matplotlib / numpy","<python><numpy><matplotlib><linear-regression><curve-fitting>","2011-05-27 05:32:22","60","3","127965"
"14406214","Moving x-axis to the top of a plot in matplotlib","<python><matplotlib><plot><data-visualization>","2013-01-18 19:28:44","60","4","39481"
"7908636","Possible to make labels appear when hovering over a point in matplotlib?","<python><matplotlib>","2011-10-26 20:38:14","60","5","39587"
"14300137","making matplotlib scatter plots from dataframes in Python's pandas","<python><matplotlib><plot><dataframe><pandas>","2013-01-13 02:38:30","59","2","57602"
"4092927","Generating movie from python without saving individual frames to files","<python><numpy><ffmpeg><matplotlib><x264>","2010-11-04 00:30:21","59","5","40165"
"14711655","How to prevent numbers being changed to exponential form in Python matplotlib figure","<python><graph><matplotlib><figure>","2013-02-05 16:01:19","59","3","37364"
"7986567","Matplotlib: how to set the current figure?","<python><matplotlib>","2011-11-02 19:57:17","59","2","46873"
"29433824","Unable to ""import matplotlib.pyplot as plt"" in virtualenv","<python><macos><matplotlib><flask><virtualenv>","2015-04-03 14:11:37","59","7","30249"
"29432629","Correlation matrix using pandas","<python><pandas><matplotlib><data-visualization><information-visualization>","2015-04-03 12:57:22","59","4","79337"
"4018860","Text box with line wrapping in matplotlib?","<python><textbox><matplotlib>","2010-10-25 21:06:23","59","2","37179"
"12957582","(matplotlib) Plot yerr/xerr as shaded region rather than error bars","<python><matplotlib>","2012-10-18 14:20:47","58","2","40388"
"25393936","How can I use seaborn without changing the matplotlib defaults?","<python><matplotlib><seaborn>","2014-08-19 22:22:05","57","2","4697"
"17990845","How to equalize the scales of x-axis and y-axis in Python matplotlib?","<python><matplotlib>","2013-08-01 09:58:28","57","3","53620"
"16522380","Matplotlib plot is a no-show","<python><matplotlib><pandas>","2013-05-13 12:44:17","57","3","38253"
"11837979","Removing white space around a saved image in matplotlib","<python><matplotlib>","2012-08-07 01:02:57","57","3","50456"
"15857647","How to export plots from matplotlib with transparent background?","<python><matplotlib><plot><transparency>","2013-04-07 00:47:01","57","2","33243"
"14349055","making matplotlib graphs look like R by default?","<python><r><matplotlib><plot><pandas>","2013-01-15 23:45:53","56","8","23655"
"32244753","How to save a Seaborn plot into a file","<python><pandas><matplotlib><seaborn>","2015-08-27 08:51:07","56","6","44549"
"9012487","Matplotlib (pyplot) savefig outputs blank image","<python><image><matplotlib><figure>","2012-01-26 00:30:33","56","2","61291"
"5656798","Python/Matplotlib - Is there a way to make a discontinuous axis?","<python><matplotlib>","2011-04-13 23:13:54","56","4","22372"
"25540259","Remove or adapt border of frame of legend using matplotlib","<python><matplotlib>","2014-08-28 03:29:11","56","2","42698"
"6855710","How to have logarithmic bins in a Python histogram","<python><numpy><matplotlib><histogram>","2011-07-28 07:55:35","56","3","48397"
"3866520","plotting histograms whose bar heights sum to 1 in matplotlib","<python><graph><numpy><matplotlib><scipy>","2010-10-05 18:21:10","56","4","82661"
"18176591","ImportError: No module named matplotlib.pyplot","<python><matplotlib>","2013-08-11 20:54:59","56","4","179936"
"7404116","Defining the midpoint of a colormap in matplotlib","<python><matplotlib>","2011-09-13 15:04:37","56","7","18772"
"14762181","Adding a y-axis label to secondary y-axis in matplotlib","<python><matplotlib>","2013-02-07 22:22:37","56","3","73064"
"21538983","Specifying targets for intersphinx links to numpy, scipy, and matplotlib","<python><numpy><matplotlib><scipy><python-sphinx>","2014-02-03 22:15:21","55","2","2715"
"16183462","saving images in python at a very high quality","<python><graphics><matplotlib><save>","2013-04-24 04:38:27","55","3","90635"
"4804005","Matplotlib figure facecolor (background color)","<python><matplotlib>","2011-01-26 11:25:11","55","3","73904"
"21360361","how to dynamically update a plot in a loop in ipython notebook (within one cell)","<python><matplotlib><pandas><ipython><ipython-notebook>","2014-01-26 06:10:38","54","4","37705"
"4981815","How to remove lines in a Matplotlib plot","<python><matplotlib><plot>","2011-02-13 01:19:11","54","4","56522"
"4706451","How to save a figure remotely with pylab?","<python><matplotlib><figure>","2011-01-16 16:11:59","54","2","25572"
"7799156","Can i cycle through line styles in matplotlib","<python><matplotlib>","2011-10-17 20:25:29","54","7","26987"
"21176731","Automatically run %matplotlib inline in IPython Notebook","<python><matplotlib><ipython-notebook>","2014-01-17 02:22:41","54","5","64539"
"8931268","Using Colormaps to set color of line in matplotlib","<python><matplotlib>","2012-01-19 18:24:01","53","3","104641"
"22483588","How can I plot separate Pandas DataFrames as subplots?","<python><matplotlib><pandas>","2014-03-18 15:18:11","53","6","51491"
"6503241","small scatter plot markers in matplotlib are always black","<matplotlib>","2011-06-28 07:46:45","53","4","55694"
"9397944","How to set the default color cycle for all subplots with matplotlib?","<python><matplotlib><colors>","2012-02-22 15:39:32","53","2","22293"
"5812960","Change figure window title in pylab","<python><matplotlib>","2011-04-28 02:34:46","53","4","38875"
"11983024","Matplotlib Legends not working","<python><plot><matplotlib>","2012-08-16 08:07:48","53","3","28146"
"20130227","Matplotlib connect scatterplot points with line - Python","<python><matplotlib>","2013-11-21 19:31:39","52","3","102958"
"23969619","Plotting with seaborn using the matplotlib object-oriented interface","<python><oop><matplotlib><seaborn>","2014-05-31 11:39:01","52","1","34806"
"18280436","ImportError: matplotlib requires dateutil","<python><matplotlib><python-dateutil>","2013-08-16 19:07:50","52","2","92665"
"26131607","matplotlib get ylim values","<python><matplotlib><plot>","2014-09-30 23:05:30","51","2","49274"
"3209362","How to plot empirical cdf in matplotlib in Python?","<python><numpy><statistics><matplotlib><scipy>","2010-07-09 02:14:18","51","14","50399"
"11140163","Python/matplotlib : plotting a 3d cube, a sphere and a vector?","<python><matplotlib><3d><geometry>","2012-06-21 14:15:43","51","2","56826"
"10514315","How to add a second x-axis in matplotlib","<python><matplotlib>","2012-05-09 10:32:30","50","5","65345"
"4581504","How to set opacity of background colour of graph wit Matplotlib","<python><matplotlib><alpha>","2011-01-03 01:26:23","50","1","46447"
"9103166","multiple axis in matplotlib with different scales","<python><matplotlib>","2012-02-01 20:50:14","50","4","76437"
"10965417","How to convert Numpy array to PIL image applying matplotlib colormap","<python><numpy><matplotlib><python-imaging-library><color-mapping>","2012-06-09 23:48:26","50","1","63386"
"8396101","Invert image displayed by imshow in matplotlib","<python><image><matplotlib>","2011-12-06 06:20:14","50","2","26429"
"10655217","ipython notebook --pylab inline: zooming of a plot","<python><matplotlib><ipython>","2012-05-18 15:13:07","50","6","21164"
"37604289","_tkinter.TclError: no display name and no $DISPLAY environment variable","<python><matplotlib><tkinter>","2016-06-03 00:45:45","50","5","65967"
"13359951","Is there a list of line styles in matplotlib?","<python><matplotlib><linestyle>","2012-11-13 11:28:01","50","4","50678"
"15713279","Calling pylab.savefig without display in ipython","<matplotlib><ipython-notebook>","2013-03-30 00:00:11","50","2","41572"
"6352740","Matplotlib - label each bin","<python><matplotlib><visualization><histogram><graphing>","2011-06-15 03:34:06","49","2","57991"
"25674612","ubuntu 14.04, pip cannot upgrade matplotllib","<python><matplotlib><pip>","2014-09-04 20:38:33","49","8","35926"
"15904042","matplotlib bar graph black - how do I remove bar borders","<python><graph><matplotlib><border>","2013-04-09 14:02:08","49","2","35434"
"4761623","Changing the color of the axis, ticks and labels for a plot in matplotlib","<python><colors><pyqt><matplotlib>","2011-01-21 17:07:49","49","2","54310"
"11577665","Change x axes scale in matplotlib","<python><matplotlib>","2012-07-20 10:38:25","49","4","76574"
"10138085","python pylab plot normal distribution","<python><matplotlib>","2012-04-13 09:06:41","49","4","94530"
"5854515","Large plot: ~20 million samples, gigabytes of data","<python><performance><matplotlib><scientific-computing>","2011-05-02 07:25:39","49","5","35445"
"12459811","How to embed matplotlib in pyqt - for Dummies","<python><matplotlib><pyqt4>","2012-09-17 13:04:39","49","2","56655"
"29466663","Memory error while using pip install Matplotlib","<python><matplotlib>","2015-04-06 06:47:11","49","2","22052"
"4136244","Matplotlib/pyplot: How to enforce axis range?","<python><graph><matplotlib><axes>","2010-11-09 16:52:02","48","4","117585"
"34486642","What is the currently correct way to dynamically update plots in Jupyter/iPython?","<python><matplotlib><jupyter><jupyter-notebook>","2015-12-28 01:21:11","48","1","15844"
"6697259","Interactive matplotlib plot with two sliders","<python><keyboard><matplotlib><interactive>","2011-07-14 17:10:43","48","4","45737"
"14777066","Matplotlib discrete colorbar","<python><matplotlib>","2013-02-08 16:29:47","48","5","53706"
"8342549","Matplotlib - add colorbar to a sequence of line plots","<python><matplotlib><colorbar>","2011-12-01 14:02:14","48","3","27754"
"16074392","Getting vertical gridlines to appear in line plot in matplotlib","<python><matplotlib><pandas>","2013-04-18 04:17:10","47","4","63298"
"4622057","Plotting 3D Polygons in python-matplotlib","<python><matplotlib><plot>","2011-01-07 02:38:37","47","1","23905"
"21654635","Scatter plots in Pandas/Pyplot: How to plot by category","<python><matplotlib><pandas>","2014-02-09 02:51:57","47","6","63248"
"5091993","List of all available matplotlib backends","<python><matplotlib>","2011-02-23 14:10:25","47","5","25060"
"18696122","Change values on matplotlib imshow() graph axis","<python><numpy><matplotlib>","2013-09-09 10:23:20","47","1","67845"
"26540035","Rotate label text in seaborn factorplot","<matplotlib><seaborn>","2014-10-24 01:15:41","47","6","39965"
"2512225","Matplotlib plots not showing up in Mac OSX?","<python><macos><matplotlib><plot>","2010-03-24 23:36:24","47","9","33186"
"4200586","Matplotlib/Pyplot: How to zoom subplots together?","<zoom><matplotlib>","2010-11-17 00:58:53","47","3","19225"
"7101404","How can I release memory after creating matplotlib figures","<python><memory-leaks><numpy><matplotlib>","2011-08-18 01:28:22","47","1","20163"
"36367986","How to make inline plots in Jupyter Notebook larger?","<python><matplotlib><ipython><jupyter-notebook>","2016-04-02 00:51:37","47","4","38695"
"21519203","Plotting a list of (x, y) coordinates in python matplotlib","<python><matplotlib><plot><coordinates>","2014-02-03 03:21:52","47","3","127961"
"19213789","How do you plot a vertical line on a time series plot in Pandas?","<python><matplotlib><plot><pandas>","2013-10-06 20:48:04","47","2","48450"
"13872533","Plot different DataFrames in the same figure","<python><matplotlib><pandas>","2012-12-14 04:13:35","46","4","45071"
"20656663","Matplotlib/Pandas error using histogram","<python><matplotlib><pandas><histogram>","2013-12-18 11:17:05","46","1","35754"
"20057260","How to remove gaps between subplots in matplotlib?","<python><matplotlib>","2013-11-18 20:31:38","46","4","37261"
"11927715","How to give a pandas/matplotlib bar graph custom colors","<python><matplotlib><pandas>","2012-08-13 03:02:57","46","3","41029"
"12439588","How to maximize a plt.show() window using Python","<python><matplotlib>","2012-09-15 17:31:02","46","14","63090"
"25408393","Getting individual colors from a color map in matplotlib","<python><matplotlib><colors>","2014-08-20 15:12:26","46","2","26683"
"13685386","matplotlib (equal unit length): with 'equal' aspect ratio z-axis is not equal to x- and y-","<python><matplotlib><aspect-ratio>","2012-12-03 14:33:32","46","4","24691"
"26139423","plot different color for different categorical levels using matplotlib","<matplotlib><pandas><visualization>","2014-10-01 10:37:29","46","4","47065"
"20572366","`Sudo pip install matplotlib` fails to find freetype headers. [OS X Mavericks / 10.9]","<python><numpy><matplotlib><homebrew><osx-mavericks>","2013-12-13 17:22:23","46","1","22498"
"3285193","How to switch backends in matplotlib / Python","<python><matplotlib><backend><cairo>","2010-07-19 21:20:59","45","5","43226"
"2314379","How to plot the lines first and points last in matplotlib","<python><matplotlib>","2010-02-22 21:34:48","45","1","19222"
"23585126","How do I get interactive plots again in Spyder/IPython/matplotlib?","<python><matplotlib><ipython><spyder>","2014-05-10 19:04:18","45","3","95267"
"22272081","Label python data points on plot","<python><matplotlib><labels><annotate>","2014-03-08 16:41:19","45","1","64604"
"2982929","plotting results of hierarchical clustering ontop of a matrix of data in python","<python><cluster-analysis><machine-learning><matplotlib><scipy>","2010-06-06 02:50:24","45","2","22352"
"23248435","FIll between two vertical lines in matplotlib","<python><matplotlib>","2014-04-23 15:10:55","45","1","28165"
"10960463","Non-ASCII characters in Matplotlib","<python><unicode><matplotlib><ascii>","2012-06-09 11:07:24","44","1","21095"
